gvkey,tic,cusip,cik,LINKPRIM,LIID,LINKTYPE,LPERMNO,LPERMCO,LINKDT,LINKENDDT
013171,ADMR.,007093305,,P,02,LU,10862,8746,1986-11-18,1996-03-29
013172,OCLG,68230M209,0000799694,P,01,LC,11100,8964,1993-05-07,1999-04-30
013172,OCLG,68230M209,0000799694,P,01,LC,11100,8964,1987-02-27,1993-03-04
013174,TGE.3,872417308,,C,01,LC,80912,27333,1994-09-22,2015-02-11
013175,NHIC.1,653799106,0000794270,P,01,LU,10499,8416,1986-07-18,1989-08-31
013176,SOTK,835483108,0000806172,C,01,LC,11153,9009,2021-08-27,E
013176,SOTK,835483108,0000806172,C,01,LC,11153,9009,1987-03-06,1992-04-05
013177,DCIIE,258880103,0000799633,P,01,LU,11238,9090,1987-04-07,1990-05-02
013179,6929B,137052106,0000764129,C,01,LU,78552,27748,1986-01-31,1989-12-07
013180,COP.2,217454107,0000769017,P,01,LU,67854,20519,1986-01-31,1996-06-28
013180,COP.2,217454107,0000769017,C,00X,LU,67854,20519,1986-01-01,1986-01-30
013181,ACSY.,000908103,0000799310,C,01,LC,11224,9076,1987-04-30,1987-07-31
013181,ACSY.,000908103,0000799310,C,00X,LC,11224,9076,1987-03-31,1987-04-29
013182,6598B,420160103,0000798217,P,01,LU,11204,9054,1987-03-25,1989-04-28
013183,FORLQ,345458301,0000773326,P,01,LU,88111,7872,1986-01-31,1999-09-09
013183,FORLQ,345458301,0000773326,C,00X,LU,88111,7872,1986-01-01,1986-01-30
013184,LADX,232828707,0000799698,P,01,LC,10838,8721,1986-11-10,E
013187,EACO.1,26899V936,,P,01,LU,10170,8113,1986-04-30,2003-05-09
013187,EACO.1,26899V936,,C,00X,LU,10170,8113,1986-04-14,1986-04-29
013188,CCAA,12804A100,0000794107,C,01,LU,10521,8426,1986-07-31,1988-08-01
013188,CCAA,12804A100,0000794107,C,00X,LU,10521,8426,1986-07-24,1986-07-30
013189,CDR,150602605,0000761648,P,01,LU,10952,8826,1986-12-17,2022-08-31
013190,STGO,855682100,0000796040,C,01,LU,10556,8467,1986-08-08,1991-04-12
013191,COLZQ,198669103,0000793521,P,01,LU,78615,27309,1986-12-19,1991-09-30
013192,SPCT.,847566106,0000778432,P,01,LC,92006,7900,1986-01-31,1989-06-23
013192,SPCT.,847566106,0000778432,C,00X,LC,92006,7900,1986-01-01,1986-01-30
013193,BUTLQ,123649105,0000786765,P,01,LU,10362,8283,1986-06-11,2006-04-10
013194,ICBI,459356101,0000779314,C,01,LU,10354,8277,1986-06-11,1991-07-24
013195,EXLN.1,300680105,0000809939,P,01,LU,11135,8993,1987-02-26,1989-06-30
013197,THI.2,883559106,0000795986,P,01,LU,10545,8457,1986-08-05,2000-07-31
013198,SAFE.1,461858102,0000806168,P,01,LU,11138,8996,1987-02-26,2004-01-30
013199,CPFR,133255109,0000775714,C,01,LU,10316,8234,1986-06-03,1993-06-23
013200,PLAB,719405102,0000810136,P,01,LU,11154,9010,1987-03-10,E
013201,CEXP,137694105,0000801558,J,02,LU,78848,8998,1993-01-27,1996-03-29
013201,CEXP,137694105,0000801558,C,01,LC,11139,8998,1987-02-26,2003-10-14
013203,ESSAC,296704109,,P,01,LU,10907,8784,1987-02-27,1988-04-29
013204,FSH.2,338032204,0000880430,C,01,LC,77150,29360,1991-12-18,2006-11-09
013204,FSH.2,338032204,0000880430,C,01,LC,46586,24891,1968-08-05,1981-10-27
013204,FSH.2,338032204,0000880430,C,01,LC,11219,9069,1987-03-30,1989-08-24
013205,TTGI,886042100,0000801350,C,01,LU,10992,8864,1986-12-22,1993-02-05
013207,3GROSQ,399215102,0000033798,P,01,LU,10879,8758,1986-11-21,1997-07-22
013208,CAII,139730204,0000804188,C,01,LU,11136,8994,1987-02-26,1999-12-01
013209,LACE,020837100,0000791714,P,01,LU,75523,8247,1986-11-07,1997-12-31
013210,3HNGI,440906105,0000805744,P,01,LU,11166,9016,1987-03-11,1989-09-29
013211,CNTRS,125907105,,P,01,LU,86247,7938,1986-04-30,1988-02-29
013211,CNTRS,125907105,,C,00X,LU,86247,7938,1986-01-01,1986-04-29
013212,3JNZZ,400097101,0000763977,P,01,LU,88461,7492,1986-01-31,1992-05-14
013213,RRETS,750872103,0000764045,C,01,LU,91361,7496,1986-01-31,1987-07-15
013213,RRETS,750872103,0000764045,C,00X,LU,91361,7496,1986-01-01,1986-01-30
013214,5719B,036156107,,P,01,LU,11002,8874,1987-01-05,1988-01-29
013215,DLP.1,15640L404,,P,01,LC,75043,20420,1987-03-23,1990-01-22
013216,ACR.3,030948103,,P,01,LC,42454,21600,1965-09-14,1993-10-28
013218,PTG.2,735755100,0000808241,P,01,LU,75084,21428,1987-04-02,1996-05-31
013219,MMAN,604540104,0000810876,P,01,LU,11194,9044,1987-03-20,2004-11-30
013220,KMDC,497660100,0000785022,P,01,LU,12042,7949,1986-01-03,1994-11-30
013221,TXTG,946838109,0000811237,C,01,LU,11258,9108,1987-04-30,1990-05-24
013221,TXTG,946838109,0000811237,C,00X,LU,11258,9108,1987-04-15,1987-04-29
013222,CLMW10,198902108,0000790704,C,01,LU,75091,8142,1986-05-02,1994-06-13
013223,VGHN,922383104,,P,01,LU,11168,9018,1987-03-12,1999-03-31
013225,3TPSA,872605100,0000772249,C,01,LU,71140,8394,1986-07-14,1989-07-06
013226,PDCO.,713664100,0000777323,P,01,LU,11247,9097,1987-04-09,1989-09-29
013227,LAUR.2,518613104,,C,01,LC,92209,7661,1985-07-26,1988-02-08
013227,LAUR.2,518613104,,C,01,LC,80037,12654,1993-12-09,2007-08-17
013228,TOTL.1,891511107,0000803058,P,01,LU,11214,9063,1987-03-26,2001-11-30
013229,APBI.1,037917101,0000810723,P,01,LC,11211,9060,1987-03-26,1996-09-25
013230,3ITSCE,456389105,0000801309,C,01,LU,10810,8700,1986-11-04,1991-07-22
013231,AMOS,031825102,0000006161,P,01,LU,14091,233,1978-01-31,1993-12-31
013231,AMOS,031825102,0000006161,C,00X,LU,14091,233,1974-01-01,1978-01-30
013232,CNM.1,211642103,0000802284,P,01,LU,10827,8713,1986-11-06,1995-07-31
013233,3MMRHQ,553100108,0000810666,P,01,LU,11188,9038,1987-03-19,1990-07-31
013234,4683B,502831100,0000769217,C,01,LU,89464,7682,1985-12-11,1987-03-31
013235,ICCC,452525306,0000811641,P,02,LU,11292,9146,1987-05-01,E
013237,RTEKC,767608102,,C,99X,LC,11221,9072,1989-02-01,1989-06-30
013237,RTEKC,767608102,,P,01,LC,11221,9072,1987-03-31,1989-01-31
013238,QDLC,74730R102,0000799874,C,01,LU,11688,9113,1987-09-17,1990-01-10
013239,KRMD,759910102,0000704440,C,01,LC,11275,9128,2019-10-17,E
013239,KRMD,759910102,0000704440,C,01,LC,11275,9128,1987-04-27,1990-06-04
013240,3CWTVE,222366304,0000810950,C,01,LU,11217,9067,1987-03-27,1996-08-13
013241,MESAQ,590479101,,P,01,LC,11162,9014,1987-03-11,2010-01-13
013242,OCOMA,690111109,0000803743,P,01,LU,11031,8902,1987-01-21,1996-02-29
013243,MDRXE,584388102,0000793894,P,01,LU,10577,8484,1986-08-14,1988-05-31
013246,LZER,517908109,0000802683,P,01,LU,10949,8822,1986-12-16,1988-12-30
013247,AARN,00253D105,0000804131,P,01,LU,10921,8798,1986-12-10,1988-04-29
013248,3MKORE,579905100,0001444064,C,01,LU,10619,8521,1987-03-31,1991-07-23
013249,MIP.1,553051103,0000768680,P,01,LU,68064,21227,1986-01-31,1995-10-31
013250,TRIIS,89419H100,0000763700,P,01,LU,92559,7470,1986-01-31,1989-04-28
013250,TRIIS,89419H100,0000763700,C,00X,LU,92559,7470,1986-01-01,1986-01-30
013251,MAMP,58404M101,,P,01,LU,69147,21851,1986-01-31,1996-10-30
013251,MAMP,58404M101,,C,00X,LU,69147,21851,1986-01-17,1986-01-30
013253,CROP.1,227295102,0000810818,P,01,LU,11212,9062,1987-03-26,1995-04-28
013254,3NYTSE,670773100,0000766823,C,01,LU,10326,8245,1986-06-05,1996-09-26
013255,AMEA,001676105,,P,01,LU,11231,9082,1987-04-01,1989-09-29
013256,MDMK,585017106,0000064488,P,01,LU,75533,8981,1987-02-17,1987-09-30
013258,6115C,279814107,0000802898,P,01,LC,10884,8761,1987-01-30,1989-07-11
013259,AIPN,026909408,0000799119,P,01,LU,10963,8836,1986-12-17,2000-11-06
013260,3PROSE,742918501,0000739169,C,03,LU,10286,8208,1987-03-31,1997-01-06
013261,CAPF,139617203,0000788845,C,01,LC,10427,8348,1986-06-30,1988-02-01
013262,3ELXCE,286268107,0000808305,C,01,LU,11142,9000,1987-03-31,1992-01-08
013263,REXW,761903103,0000811432,P,01,LU,11265,9115,1987-04-21,1997-12-31
013264,IMD,452540107,0000804151,P,01,LU,72100,20969,1987-01-07,1998-07-31
013265,XLGX,984152108,0000810957,P,01,LU,11202,9052,1987-03-25,1995-12-29
013266,FRMLQ,358340107,0000811213,C,01,LU,11259,9110,1987-04-15,1995-05-18
013267,3IAIRE,453808107,0000769988,C,01,LU,88904,7785,1986-01-31,1989-06-26
013267,3IAIRE,453808107,0000769988,C,00X,LU,88904,7785,1986-01-01,1986-01-30
013268,RITEE,898451109,,C,01,LU,11926,9103,1988-02-04,1991-03-28
013269,NNET,669752305,0000747178,C,01,LU,11118,8978,1987-02-17,1993-03-17
013270,BOXW,102904109,0000803266,P,01,LC,11028,8898,1987-01-20,1997-12-16
013271,STRL.1,859359101,0000791162,P,01,LU,10254,8180,1986-05-14,1987-08-31
013272,UMBE,902779107,0000788341,P,01,LU,10117,8060,1986-03-17,1987-10-30
013273,CII.3,126269109,0000764498,P,01,LU,69788,25839,1986-06-30,1989-11-30
013274,3DOTS,25468H401,0000805383,P,02,LU,11039,8910,1987-01-22,1991-10-31
013275,AHCSE,021452107,0000791235,P,01,LU,10865,8748,1986-11-19,1989-06-30
013276,3NORT,668632201,0000806850,P,01,LU,11152,9008,1987-03-09,1999-03-01
013277,HAD,40501V101,0000044801,P,01,LU,40708,2074,1977-06-28,1995-05-31
013280,5791B,716729207,,P,01,LC,50201,2307,1986-01-31,1988-05-12
013281,3TRSEF,776908105,0000351076,P,01,LC,78404,26285,1986-01-31,1999-02-11
013282,ORGG.,685906109,0000779733,C,01,LU,10928,8805,1986-12-11,2002-08-20
013283,MSAM,571728104,0000810590,P,01,LU,11209,9059,1987-03-26,1995-09-29
013284,BERS,083698100,0000790710,C,01,LC,10520,8434,1986-07-24,1994-12-08
013285,LPLI,502129109,0000799315,P,01,LU,75231,8792,1986-12-05,1990-05-31
013286,CRTO.1,20602T106,0000811640,P,01,LU,11277,9131,1987-04-28,2004-02-27
013287,3SHVR,806187308,0000779999,P,02,LU,10076,8019,1986-03-03,1990-06-29
013288,RCPIQ,772081204,0000776008,C,01,LC,87816,18443,2000-03-21,2015-11-04
013288,RCPIQ,772081204,0000776008,C,01,LC,87816,18443,1986-03-25,1987-12-31
013289,CFNB,130222102,0000803016,P,01,LU,11246,9096,1987-04-08,E
013290,WASC,957678105,0000105981,P,01,LU,11030,8901,1987-01-21,1988-04-29
013291,TBAIQ,886353101,,P,01,LU,92487,7738,1985-09-18,1987-11-30
013292,CMALQ,148710106,0000792570,C,01,LU,10325,8244,1986-06-05,2001-05-17
013293,6028B,097920102,0000794383,C,01,LU,10511,8428,1986-07-23,1989-04-13
013294,NW.1,638539403,0000702162,P,90,LU,70885,21264,1986-10-22,2000-04-28
013295,MT.1,58599X938,,C,01,LC,89982,7779,1986-01-31,1997-11-05
013295,MT.1,58599X938,,C,00X,LC,89982,7779,1986-01-01,1986-01-30
013296,7632B,295349104,0000033420,P,01,LU,33516,6063,1985-01-31,1991-12-31
013296,7632B,295349104,0000033420,C,00X,LU,33516,6063,1985-01-01,1985-01-30
013297,DVRS,255084105,0000811515,P,01,LU,11276,9129,1987-04-27,1993-03-31
013298,DDSI.,253906101,0000790920,P,01,LU,11722,9085,1987-09-28,1988-04-29
013303,ANME,034755108,0000811317,P,01,LC,10289,9134,1988-04-05,1990-07-30
013305,6138B,007934102,,P,01,LU,11191,9041,1987-03-19,1988-05-31
013306,BIGO,089324206,0000718082,P,01,LC,92508,7315,1986-12-26,1996-07-10
013307,5693B,805160108,,P,01,LU,10270,8196,1986-05-16,1987-12-31
013308,AGPH,008488108,0000811210,P,01,LU,11192,9042,1987-03-20,1999-05-28
013309,3AESVE,023607104,0000810473,C,01,LU,75539,9088,1987-04-06,1990-01-15
013311,DEVC,251588109,0000028452,P,01,LC,29621,1298,1987-05-07,2008-05-15
013312,BHP,088606108,0000811809,J,91,LC,89760,44121,2003-06-25,2022-04-29
013312,BHP,088606108,0000811809,P,90,LC,75039,653,1982-01-29,E
013313,3FPMI.,318216108,0000738992,C,01,LU,11310,9161,1987-05-08,1991-04-15
013314,DATV,237925102,0000806842,C,01,LU,11313,9163,1987-05-12,1997-07-15
013315,SQNT,817338106,0000811716,P,01,LU,11283,9138,1987-04-30,1999-09-30
013316,CMPD,204914501,0000700998,C,01,LU,11357,9201,1987-05-22,1999-12-01
013317,ENVI.,293920104,0000811932,P,01,LC,11294,9148,1987-05-05,1992-02-28
013318,MIKL,594079105,0000811930,P,01,LU,11291,9145,1987-05-01,2001-04-30
013319,BRADE,104085105,0000805014,P,01,LU,11117,8977,1987-02-17,1989-05-31
013320,IFNDE,45867R107,0000791902,P,01,LU,10228,8154,1986-05-07,1990-06-29
013321,CSOL.,21247R109,0000811870,P,01,LU,11330,9179,1987-05-15,1995-02-08
013323,SAFM,800013104,0000812128,P,01,LU,11343,9188,1987-05-19,2022-07-29
013324,IBIN.,45810P109,0000792643,P,01,LU,10506,8423,1986-07-22,1998-03-31
013325,GPAK.1,388684102,,P,01,LU,75544,9174,1987-05-14,1988-11-07
013326,TOPP.1,890786106,0000812076,P,01,LU,11353,9198,1987-05-21,2007-10-31
013327,GOOI,38259Y103,0000806400,C,01,LU,11080,8947,1987-02-27,1991-12-16
013327,GOOI,38259Y103,0000806400,C,00X,LU,11080,8947,1987-02-06,1987-02-26
013328,CHHP.1,124661208,0000808064,P,01,LC,71685,20431,1987-02-06,2010-10-07
013329,STXN,86279T109,0000812703,P,01,LU,11347,9192,1987-05-19,2007-01-31
013330,6318B,429789100,0000811120,C,01,LU,11298,9150,1987-05-05,1988-10-18
013331,3AMXS,053280103,,P,01,LU,11205,9055,1987-03-25,1990-10-31
013332,CMD.2,226901106,0000812121,C,01,LU,75545,9205,1987-05-22,2008-04-30
013333,NELL,640275103,0000799290,P,01,LU,11345,9190,1987-05-19,1997-09-30
013334,VOQP,927625202,0000745788,C,01,LU,11311,9164,1987-05-29,1988-12-12
013334,VOQP,927625202,0000745788,C,00X,LU,11311,9164,1987-05-11,1987-05-28
013335,OSBN,687787200,0000811714,P,01,LU,11314,9166,1987-05-12,1997-02-28
013336,NSRU,662900109,,C,01,LU,11372,9217,1987-06-02,1997-02-26
013337,3FURAQ,037218104,0000809935,P,01,LU,11226,9079,1987-03-31,1990-01-31
013338,IMWL,44973X108,0000812127,C,01,LU,11344,9189,1987-05-29,1996-06-27
013338,IMWL,44973X108,0000812127,C,00X,LU,11344,9189,1987-05-19,1987-05-28
013339,ONPRQ,682411202,0000812446,C,01,LU,11342,9187,1987-05-19,2003-06-24
013340,HOST,041560202,0000778423,P,02,LC,11358,9204,1987-05-26,2005-08-31
013341,PGR,743315103,0000080661,P,01,LU,64390,3682,1979-01-31,E
013341,PGR,743315103,0000080661,C,00X,LU,64390,3682,1979-01-01,1979-01-30
013342,RLI,749607107,0000084246,P,01,LU,65294,3860,1977-01-31,E
013342,RLI,749607107,0000084246,C,00X,LU,65294,3860,1977-01-01,1977-01-30
013343,PRT.1,74435P203,0000771641,P,01,LU,68646,21453,1986-01-31,1995-11-06
013343,PRT.1,74435P203,0000771641,C,00X,LU,68646,21453,1986-01-01,1986-01-30
013344,3HDHL,443793104,0000804157,C,01,LU,11102,8966,1987-02-27,1989-02-07
013344,3HDHL,443793104,0000804157,C,00X,LU,11102,8966,1987-02-11,1987-02-26
013345,6410B,59862H105,0000770727,C,01,LC,78635,27826,1987-05-28,1988-12-27
013346,MSOF,62547X107,0000766404,C,01,LU,10618,8520,1986-08-27,1992-06-05
013347,3NWKPE,640907309,0000811802,C,02,LU,11793,9137,1987-10-30,1990-05-31
013348,3UMAPE,903847309,0000795820,C,02,LU,10758,8652,1986-10-14,1993-01-21
013349,EHI.1,300239100,,P,01,LU,75467,9051,1987-03-24,1995-07-31
013350,KIDS.3,559169107,0000720131,P,01,LU,11193,9043,1987-03-20,1991-04-30
013354,VOXX,91829F104,0000807707,P,01,LU,75033,20232,1987-05-29,E
013361,ITERF,460904105,0000781887,P,01,LU,78490,26173,1983-12-30,1989-09-29
013362,NAKD.1,629839200,0001383097,P,01,LC,15905,55507,2015-12-18,2018-06-29
013363,FORTA,34965C105,,P,01,LC,11396,9237,1987-06-08,1990-03-30
013364,NTM,67060L109,0000793652,P,01,LU,10415,8332,1986-06-26,1994-01-31
013365,BRL,068306109,0000010081,P,01,LC,11415,9252,1987-06-12,2008-12-22
013366,3SMGRE,828814301,0000813424,C,01,LU,11380,9223,1987-06-03,1990-07-13
013367,NJST,646144105,0000812310,P,01,LU,11350,9195,1987-05-20,1998-01-30
013368,NDCP,63563D702,0000812880,C,01,LC,84618,9230,1997-03-06,1998-10-15
013368,NDCP,63563D702,0000812880,C,01,LC,11387,9230,1987-06-30,1990-03-06
013369,KOMG,500453204,0001689437,P,02,LC,89682,9211,2003-02-25,2007-09-05
013369,KOMG,500453204,0001689437,P,01,LC,11365,9211,1987-05-28,2001-08-23
013370,EINF,29372R208,0000813747,C,01,LU,11385,9228,1987-06-30,1998-03-11
013370,EINF,29372R208,0000813747,C,00X,LU,11385,9228,1987-06-04,1987-06-29
013371,DTCD10,233328103,0000812544,C,01,LU,11352,9197,1987-05-21,1994-02-09
013372,MNPI.,595019100,0000795571,P,01,LU,11339,9186,1987-05-19,1997-06-30
013373,SECT.,81170X101,0000789562,C,02,LU,11437,9276,1987-06-30,1995-07-05
013373,SECT.,81170X101,0000789562,C,00X,LU,11437,9276,1987-06-19,1987-06-29
013374,ATLI.,00207N100,0000806086,P,01,LU,11000,8872,1987-02-27,1998-10-30
013375,GNCMA,36164V107,,P,01,LU,12173,9914,1988-08-22,2018-03-29
013376,AMMT,027908102,,C,01,LU,11337,9184,1987-05-15,1988-10-04
013377,8886B,477144109,0000811786,P,01,LU,11349,9194,1987-05-20,1991-10-31
013378,FIBR.1,83586Q209,0000812491,C,01,LU,11381,9224,1987-06-03,2004-07-30
013379,MHDG.,570390104,0000807397,C,01,LC,11362,9207,1989-03-14,2000-12-29
013379,MHDG.,570390104,0000807397,C,01,LC,11362,9207,1987-05-26,1988-11-28
013380,SKS,79377W108,0000812900,P,01,LC,11382,9225,1987-06-03,2013-11-04
013381,DXLG,25065K104,0000813298,P,01,LC,11379,9222,2021-09-08,E
013381,DXLG,25065K104,0000813298,P,01,LC,11379,9222,1987-06-02,2020-12-21
013382,DIRX,26613P108,0000807904,C,01,LC,11125,8984,1987-02-19,1989-03-03
013383,TWP.1,902068105,,P,01,LU,75192,8948,1987-02-06,1993-07-30
013384,CBC.5,146317102,,P,01,LU,21689,6343,1986-01-31,1988-08-05
013384,CBC.5,146317102,,C,00X,LU,21689,6343,1983-10-01,1986-01-30
013385,CFG.1,217248103,0000811226,P,01,LC,75050,9120,1987-04-23,1988-12-28
013386,WHO.,941547101,0000812712,P,01,LU,11366,9212,1987-05-28,1996-10-31
013387,AMWT,032345100,0000780118,C,01,LU,85527,7883,1985-11-27,2001-04-17
013388,LWIG,520075102,0000805266,C,01,LU,75073,21086,1987-04-13,1997-03-03
013389,MPF.1,589952100,0000786050,P,01,LC,75096,21960,1987-05-12,1996-02-22
013390,3CVSCF,222902108,0000795544,C,00X,LC,78607,26257,1986-11-06,1992-08-03
013391,MTCI.,561704305,0000806566,C,01,LU,11326,9175,1987-05-14,1997-12-03
013392,NWBD,64926N106,0000799426,C,01,LU,11284,9139,1987-04-30,1991-04-29
013393,SEQU.1,817471105,0000812444,P,01,LU,11346,9191,1987-05-19,1999-03-31
013394,5955C,119008936,0000804870,P,02,LU,11356,9202,1987-06-30,1989-03-30
013394,5955C,119008936,0000804870,C,00X,LU,11356,9202,1987-05-22,1987-06-29
013395,ADCAE,007578305,,C,01,LU,11419,9256,1987-06-15,1989-10-31
013396,3NIAM,636445108,0000811864,P,01,LU,11351,9196,1987-05-20,1988-11-08
013397,FHCC,320960107,0000812910,P,01,LU,11371,9216,1987-05-29,2005-01-31
013398,MAXX.,577908106,0000796262,P,01,LU,11395,9236,1987-06-08,1988-05-31
013400,ASM,053906103,0000316888,C,01,LC,78236,26169,2011-08-02,E
013400,ASM,053906103,0000316888,C,01,LC,78236,26169,1986-01-31,1992-07-12
013401,MDG,589975101,0001016888,P,01,LU,75058,20682,1987-06-25,2008-01-31
013402,GBLNF,381348101,0000796222,P,01,LU,78624,26189,1987-03-18,1989-03-31
013404,TMSN,890133101,0000802114,P,01,LU,10940,8815,1986-12-12,1987-10-30
013405,3FSMN,34659D104,0000798246,C,01,LC,77358,25913,1992-02-26,1995-10-13
013405,3FSMN,34659D104,0000798246,C,01,LC,75164,25913,1987-07-01,1989-05-26
013406,CCC.1,129603106,0000812701,P,01,LC,11378,9221,1987-06-02,2018-03-08
013407,3WMANQ,949702104,0000812708,P,01,LC,11384,9227,1987-06-03,2007-12-07
013408,ESSF.,269145108,0000814037,P,01,LU,11416,9253,1987-06-12,1999-08-31
013409,SWTX.1,844909200,0000813619,C,01,LC,11393,9234,2011-03-30,2011-11-30
013409,SWTX.1,844909200,0000813619,C,01,LC,11393,9234,1987-06-05,2004-03-25
013410,DTEK,25469V102,0000718660,C,01,LU,10128,8075,1993-12-31,2001-02-23
013411,PHTO,719378200,0000808338,C,01,LU,11089,8953,1987-02-10,1992-08-03
013412,IMPX.1,449693308,0000812927,C,01,LU,11401,9243,1987-06-10,2003-09-15
013413,MPAC.1,452913106,0000813740,C,01,LU,11409,9249,1987-06-11,1998-02-27
013414,SEAS30,808623300,0000803498,C,01,LU,10888,8765,1986-11-25,1994-04-07
013415,ISPC.1,46070G102,0000814059,P,01,LU,11424,9261,1987-06-16,1994-05-31
013416,5624C,261015101,,P,01,LU,11431,9268,1987-06-17,1988-12-30
013417,JASN.,471171108,0000813471,P,01,LU,11425,9263,1987-06-16,2000-08-31
013418,UNO,914900105,0000812075,P,01,LU,75103,9246,1987-06-10,2001-08-31
013419,AXP2,820931004,,P,01,LU,75093,21606,1987-05-29,1990-08-09
013419,AXP2,820931004,,C,00X,LU,75093,21606,1987-05-07,1987-05-28
013420,ALDC,014432108,0000813656,P,01,LU,11422,9258,1987-06-16,1994-09-30
013421,CDNS,127387108,0000813672,P,01,LU,11403,9245,1987-06-10,E
013422,3HLIS,405887100,0000790733,C,01,LU,11408,9248,1987-06-30,1992-10-29
013422,3HLIS,405887100,0000790733,C,00X,LU,11408,9248,1987-06-11,1987-06-29
013423,OISO,670852102,0000753601,P,01,LU,10889,8764,1986-11-26,1999-01-06
013424,TMSG,87873L104,0001088120,C,01,LU,10687,8591,1986-09-30,1994-02-09
013424,TMSG,87873L104,0001088120,C,00X,LU,10687,8591,1986-09-23,1986-09-29
013425,3ASVD,019893106,0000778595,P,01,LU,10260,8188,1986-05-15,1990-08-31
013426,BAYC,072021108,0000809392,C,01,LU,75543,9168,1987-05-13,1990-03-30
013427,BRK1,08499X009,0001081316,P,01,LC,11170,9020,1987-03-12,2000-03-14
013429,ADDR,006516108,0000810665,P,01,LU,11452,9288,1987-06-24,1996-12-31
013431,BRY,08579X101,0001705873,C,03,LC,17956,56450,2018-07-31,E
013431,BRY,08579X101,0001705873,P,01,LC,11478,9309,1987-07-01,2013-12-16
013432,BDCO.1,09599W933,,C,01,LC,76310,10550,2011-09-01,2012-02-27
013432,BDCO.1,09599W933,,C,01,LC,76310,10550,1990-04-10,2011-06-12
013433,ACHLF,05257C102,,P,01,LU,78617,26236,1987-01-12,1988-04-05
013434,CYOIA,229051107,0000799365,C,01,LU,10975,8846,1986-12-19,1992-10-28
013436,MNT.1,612376707,0000814287,P,90,LU,75178,21216,1987-07-16,2000-11-30
013437,GNXE,36874R107,0000803034,C,01,LC,11856,9071,1988-04-13,1990-06-15
013439,CGUL,566902409,0000761198,C,01,LU,11055,8924,1987-01-30,2002-05-28
013440,LVLT,52729N308,0000794323,P,03,LC,85991,16033,1998-04-01,2017-10-31
013441,3TMCO.,887248102,0000780603,P,01,LU,11386,9229,1987-06-04,1990-06-29
013442,EWTLQ,284447109,0000801448,C,01,LU,10863,8745,1986-11-18,2001-01-19
013443,XETA,983909102,0000742550,P,01,LU,11426,9264,1987-06-17,2011-05-31
013445,SEQL.1,817335102,,P,01,LC,10051,7999,1986-02-14,1989-04-28
013446,3SWFGE,797901105,0000813609,C,01,LU,11400,9242,1987-06-09,1988-10-26
013447,3LABB,074730102,0000811422,C,01,LU,11281,9135,1987-04-29,1992-08-31
013448,CSCI,22889K204,0000798044,P,01,LU,10714,8612,1986-10-01,1997-08-29
013449,WSMCA,960575108,0000725585,J,02,LC,82473,7102,1986-08-29,1990-01-03
013449,WSMCA,960575108,0000725585,P,01,LC,82465,7102,1984-06-22,1990-01-03
013450,3GCAPZ,380572107,0000751260,C,01,LU,88365,7393,1985-01-21,1992-09-24
013451,MBSX,552634107,0000805417,P,01,LC,11070,8938,1987-02-04,1989-06-29
013452,PFR.,714063104,0000797460,P,01,LU,70930,21388,1986-10-09,1997-12-31
013453,OPY,683797104,0000791963,P,01,LC,78451,26284,1993-02-26,E
013453,OPY,683797104,0000791963,C,00X,LC,78451,26284,1986-08-28,1988-06-29
013453,OPY,683797104,0000791963,C,00X,LC,78451,26284,1982-11-01,1986-01-01
013454,3MKAI,608705109,0000806026,P,01,LU,11487,9320,1987-07-02,1988-12-30
013455,7122B,795903103,0000812193,P,01,LU,11427,9265,1987-06-17,1990-12-31
013457,IFEI,452911100,0000793726,P,01,LU,10519,8427,1986-07-24,1993-03-31
013458,THEI,888895109,0000798526,C,01,LU,11110,8971,1987-02-12,1990-07-11
013460,PED,70532Y303,0001141197,P,01,LC,14135,54540,2013-09-10,E
013462,PGEN.,727339103,,P,01,LU,11457,9291,1987-06-25,1989-06-30
013463,3KMKCF,211653100,0000782879,C,00X,LC,78257,797,1986-01-01,1986-12-30
013465,REO.3,754900108,0000755227,C,01,LU,78558,26203,1986-01-31,1997-12-12
013466,3PARAF,699123105,0000834259,C,01,LU,78345,26226,1987-02-27,1989-06-29
013467,AVE.2,053561106,0000807198,N,95,LU,85773,9029,1998-04-30,1999-06-30
013467,AVE.2,053561106,0000807198,P,93,LU,78862,9029,1993-01-26,2004-12-31
013468,MYCO,628452104,0000813742,P,01,LC,11450,9283,1987-06-23,1998-11-30
013469,6061C,346377955,0000814241,P,04,LC,75163,9297,1987-06-26,1989-05-03
013470,WATFZ,941513301,0000793586,C,90,LU,12107,8357,1987-03-09,2005-09-19
013471,3CECN,125138206,0000054175,C,01,LU,11109,8970,1987-02-12,1995-08-16
013472,MMTC,59484E209,0000808015,C,01,LC,11460,9294,1987-12-09,1991-03-28
013472,MMTC,59484E209,0000808015,C,01,LC,11460,9294,1987-06-25,1987-10-27
013473,THP.2,883589103,0000813895,P,01,LU,11465,9296,1987-06-26,1999-10-29
013474,CNXS.1,126136100,0000814258,P,01,LU,11411,9251,1987-06-11,2006-12-29
013476,3GBLD,369282108,0000810625,P,01,LU,11169,9019,1987-03-12,1992-06-30
013477,3VLMIE,919902106,0000814228,C,01,LU,11453,9289,1987-06-25,1993-12-17
013478,AVTI.1,00755B201,0000812186,P,01,LU,11669,9350,1987-09-04,1995-09-08
