gvkey,tic,cusip,cik,LINKPRIM,LIID,LINKTYPE,LPERMNO,LPERMCO,LINKDT,LINKENDDT
007764,NCI.2,637283102,,P,01,LU,34518,24010,1966-01-31,1970-08-11
007766,1175B,637362104,,C,99X,LU,56654,3246,1973-01-01,1974-08-08
007768,NROC,69373D105,0000350089,P,01,LU,56689,3251,1982-01-29,1986-06-30
007771,NSR.1,637589102,0000728789,P,01,LU,60556,25648,1978-08-21,1984-03-30
007772,NSM.2,637640103,0000070530,P,01,LC,51377,21261,1970-10-20,2011-09-30
007773,NSI.1,637657206,0000070538,P,01,LU,22066,21262,1962-01-31,2003-06-30
007773,NSI.1,637657206,0000070538,C,00X,LU,22066,21262,1959-09-01,1962-01-30
007774,NSHO,637691106,0000070546,P,01,LU,56726,3260,1972-12-14,1985-06-28
007775,NSHH,637700303,,P,01,LU,56734,3261,1980-02-20,1984-11-30
007776,NSN.1,637734104,,P,01,LC,51166,25167,1970-09-22,1980-12-31
007777,NSD.1,637742107,,P,01,LU,26753,21263,1962-01-31,2000-09-29
007778,NSC.3,637776105,,P,01,LU,28193,23526,1962-01-31,1978-07-31
007779,NSTM.1,637895103,,C,01,LU,56769,3264,1976-01-02,1981-03-31
007780,NTY.1,638097105,0000070610,P,01,LU,13370,22430,1962-01-31,1982-01-29
007780,NTY.1,638097105,0000070610,C,00X,LU,13370,22430,1950-01-01,1962-01-30
007781,NTSC,638104109,0000110536,P,01,LU,56777,3276,1979-01-31,2013-11-29
007782,NTLE,638140103,,P,01,LU,56785,3272,1973-11-05,1975-06-30
007783,NTER,638165100,0000070624,C,01,LU,56793,3269,1975-01-15,1980-04-11
007784,NUM.,638352104,0000070653,P,01,LU,34550,24014,1962-10-31,1974-07-11
007785,NVLV,638437103,0000070671,P,01,LU,56814,3297,1977-07-29,1983-06-30
007785,NVLV,638437103,0000070671,C,00X,LU,56814,3297,1973-07-01,1977-07-28
007786,NWD.,638624106,0000070706,P,01,LU,53436,25316,1971-10-26,1979-04-30
007788,NLSIE,638654103,0000734230,P,01,LC,90481,7236,1985-01-21,1990-07-30
007790,NPWR.1,638677104,0000706746,P,01,LU,56865,6179,1983-07-14,1986-05-30
007791,NRELS,638678102,,P,01,LU,56873,1885,1978-01-31,1981-02-27
007792,NOM.2,638760108,,P,01,LU,19676,22940,1964-06-30,1983-08-31
007792,NOM.2,638760108,,C,00X,LU,19676,22940,1960-01-01,1964-06-29
007793,NTPCQ,638777102,,P,01,LU,56900,3274,1978-01-31,1986-05-30
007793,NTPCQ,638777102,,C,00X,LU,56900,3274,1973-05-01,1978-01-30
007794,4200B,638841106,,P,01,LU,56902,3122,1980-08-18,1984-11-30
007798,0170A,46299A001,0000070793,P,01,LC,56937,5651,1982-10-15,2010-10-04
007799,NATR,639027101,0000275053,C,01,LC,56945,250,2009-10-12,E
007799,NATR,639027101,0000275053,C,01,LC,56945,250,1979-08-10,2006-04-04
007800,NAUG.,639068105,0000355377,P,01,LU,56953,5151,1981-10-29,1986-07-31
007801,NAUB,639074103,,P,01,LU,56961,3123,1978-01-31,1978-04-28
007802,3NAUT,639092105,0000070808,P,01,LU,56980,3124,1979-01-31,1980-09-30
007802,3NAUT,639092105,0000070808,C,00X,LU,56980,3124,1974-05-01,1979-01-30
007803,NENVQ,639093103,0000720009,C,01,LU,78514,26314,1983-10-06,1985-08-20
007804,NAVA.,639166107,,P,01,LU,57008,3125,1972-12-14,1978-12-29
007805,3081B,640157103,,P,01,LU,57059,3137,1981-04-13,1982-09-30
007806,1419B,640218103,0000070961,C,01,LU,18390,22846,1973-01-31,1977-11-30
007807,NEL.2,640303103,0000070972,P,01,LU,34593,24019,1962-07-02,1978-05-31
007808,NLBC,640330106,0000070998,C,01,LU,56506,25525,1972-12-14,1985-09-06
007809,TNM.,640376109,0000071023,P,01,LC,57067,4492,1972-12-14,2006-06-30
007809,TNM.,640376109,0000071023,J,02,LU,75524,4492,1986-11-17,2006-06-30
007810,NELR,640379103,,P,01,LU,57075,3170,1981-04-30,1987-03-31
007814,NPM.1,640745105,0000071060,P,01,LC,26761,23425,1962-01-31,1978-12-31
007814,NPM.1,640745105,0000071060,C,00X,LC,26761,23425,1959-04-06,1962-01-30
007815,NER.2,640808101,0000748581,P,01,LU,66659,21268,1984-08-28,1993-06-30
007816,NMR.2,641066105,,P,01,LC,34606,24020,1962-07-02,1983-12-29
007817,NEST,641074505,0000720851,C,01,LC,57104,6744,2005-07-01,2008-04-30
007817,NEST,641074505,0000720851,C,01,LC,57104,6744,1983-12-22,1991-12-19
007818,3NTWD.,641205208,,C,01,LC,57112,5938,1983-04-21,1991-03-21
007820,NTWK.1,641216106,0000353229,P,01,LU,57147,3277,1981-10-16,1987-10-30
007821,NSCO.1,641217104,0000319645,P,01,LU,57155,3258,1980-11-03,1995-03-31
007822,3NWRKE,641219100,0000071106,C,01,LU,57163,3310,1979-01-31,1993-05-06
007823,NGNA,641246103,0000071125,P,01,LU,57171,3188,1973-04-17,1994-09-30
007824,NVE,67073Y106,0000741508,P,01,LC,38658,21269,1962-11-19,2013-12-19
007825,NEV.1,641440102,,P,01,LU,64047,3263,1978-01-31,1987-01-30
007825,NEV.1,641440102,,C,00X,LU,64047,3263,1978-01-01,1978-01-30
007826,3DLRC,257791103,0001047175,C,01,LU,80433,12974,1994-04-06,2000-11-27
007828,NBSC,642876106,0000071241,P,01,LU,57251,3139,1978-01-31,2007-09-28
007828,NBSC,642876106,0000071241,C,00X,LU,57251,3139,1974-01-01,1978-01-30
007831,3NWVIE,649098100,0000356906,C,01,LU,57270,3279,1983-01-31,1989-09-12
007835,NEB,643872104,0000205700,P,01,LU,57286,3164,1980-12-17,2004-06-30
007836,PLAS,643895105,0000079065,C,01,LU,63328,3590,1972-12-14,1974-11-29
007837,NES.2,644001109,0000071297,P,01,LC,23499,21272,1962-01-31,2000-03-22
007837,NES.2,644001109,0000071297,C,00X,LC,23499,21272,1951-01-01,1962-01-30
007838,NNC.2,644171100,,P,01,LU,45145,24800,1967-10-10,1981-03-31
007840,VZ8,92344R003,0000071344,P,01,LU,28425,23540,1962-02-28,1980-12-22
007841,CRMZ,225426105,0000315958,C,00X,LU,57315,3187,1980-07-15,1980-07-30
007841,CRMZ,225426105,0000315958,C,01,LU,57315,3187,1980-07-31,1993-04-27
007842,NWH,644596108,,P,01,LU,43879,24715,1966-10-19,1985-03-29
007844,NHVN,645240102,0000071389,P,01,LU,57331,3190,1978-01-31,1980-08-04
007845,NID.1,645631102,0000071406,P,01,LC,34614,24021,1965-01-29,1981-11-30
007845,NID.1,645631102,0000071406,C,00X,LC,34614,24021,1962-07-02,1965-01-28
007849,NJR,646025106,0000356309,P,01,LU,64450,3200,1972-12-14,E
007850,LIPD,53630P101,0000071478,P,01,LC,34630,21274,1968-01-31,2008-09-30
007850,LIPD,53630P101,0000071478,C,00X,LC,34630,21274,1966-01-01,1968-01-30
007852,NXL.,648053106,0000798288,P,01,LC,79542,29941,1998-09-29,2007-04-20
007852,NXL.,648053106,0000798288,P,01,LC,60804,21275,1979-03-07,1998-09-28
007853,BL.1,092828102,0000071525,P,01,LU,34649,21276,1962-07-02,2007-04-30
007854,NEWW,649270105,0000225684,P,01,LU,57382,3181,1980-10-07,1985-01-31
007856,NYAL,649343100,0000350308,P,01,LU,57403,3313,1981-02-20,1985-08-30
007860,NYFM,649474202,0000739279,C,00X,LC,57430,7036,1984-05-16,1985-10-30
007860,NYFM,649474202,0000739279,C,00X,LC,57430,7036,1986-04-09,1987-10-21
007861,NYS,649776101,0000071669,C,00X,LC,25486,23338,1950-01-01,1966-02-04
007862,EAS,29266M109,0001046861,P,01,LC,24096,21278,1962-01-31,2008-09-16
007862,EAS,29266M109,0001046861,C,00X,LC,24096,21278,1951-01-01,1962-01-30
007865,3NYTG,650103203,0000071690,C,01,LU,57454,3315,1980-06-30,1992-06-30
007866,NYT,650111107,0000071691,P,01,LU,47466,21280,1969-01-14,E
007867,NYKR,650145105,0000037422,P,01,LU,57462,5597,1974-01-31,1985-04-30
007867,NYKR,650145105,0000037422,C,00X,LU,57462,5597,1974-01-01,1974-01-30
007868,4110B,650188105,0000709141,P,01,LU,57497,5727,1982-12-14,1984-04-30
007870,JJN.1,650672108,,P,01,LU,19510,22928,1962-01-31,1972-08-31
007870,JJN.1,650672108,,C,00X,LU,19510,22928,1950-01-01,1962-01-30
007871,4657B,650800105,0000071725,P,01,LU,58528,3138,1972-12-14,1987-08-31
007873,NER.3,651186108,0000071745,P,01,LC,34665,21281,1962-07-02,2002-02-25
007874,NEWC.1,651189102,,P,01,LC,57518,3175,1972-12-14,1982-10-29
007875,NWL,651229106,0000814453,P,01,LC,60986,3178,1972-12-14,E
007877,6067B,651413106,,P,01,LC,64768,25730,1984-01-31,1988-09-16
007877,6067B,651413106,,C,00X,LC,64768,25730,1984-01-01,1984-01-30
007878,NHL,651426108,0000751976,P,01,LU,51318,21282,1970-10-12,2004-01-27
007879,6048B,651439101,,C,00X,LU,64776,25731,1984-01-01,1984-01-30
007879,6048B,651439101,,P,01,LU,64776,25731,1984-01-31,1989-02-10
007880,NBOC.,651547101,0000746150,P,01,LU,90529,7356,1984-12-20,1987-07-31
007881,NEM,651639106,0001164727,P,01,LU,21207,21286,1962-01-31,E
007881,NEM,651639106,0001164727,C,00X,LU,21207,21286,1961-01-01,1962-01-30
007882,NR,651718504,0000071829,C,02,LU,34673,24025,1966-01-31,E
007883,NEWP.1,651824104,0000225263,P,01,LU,57534,3179,1978-01-31,2016-04-29
007883,NEWP.1,651824104,0000225263,C,00X,LU,57534,3179,1973-05-01,1978-01-30
007884,NPT.2,62999B934,0000801547,P,01,LC,65381,3242,1983-09-07,1990-07-05
007884,NPT.2,62999B934,0000801547,P,01,LC,65381,3242,1973-01-31,1974-06-02
007884,NPT.2,62999B934,0000801547,C,00X,LC,65381,3242,1973-01-01,1973-01-30
007885,NEWE,651847105,0000071842,P,01,LU,57542,3176,1978-03-17,1992-11-30
007887,NPET.,651901100,,P,01,LU,57569,3238,1981-08-14,1986-04-30
007888,SYSM,871853107,0000110074,C,01,LU,57577,3308,1976-09-01,1996-07-31
007889,SHRT.1,824830103,0000071894,C,01,LU,12258,9956,1988-10-03,1991-07-31
007890,3NYCL,670660109,0000706066,C,01,LU,75788,3191,1982-11-01,1994-12-07
007891,NFS.1,653471102,,P,01,LU,48178,24984,1969-04-22,1983-04-29
007892,NMK,653520106,0001079182,P,01,LU,24184,21288,1962-01-31,2002-02-28
007892,NMK,653520106,0001079182,C,00X,LU,24184,21288,1951-01-01,1962-01-30
007897,PHSE,717137103,0000071985,C,01,LU,79185,12150,1993-05-20,1999-03-31
007898,LAB.A,653806406,0000765410,J,04,LC,76679,21292,1991-06-05,1994-08-31
007898,LAB.A,653806406,0000765410,P,03,LC,67707,21292,1991-06-05,1994-08-31
007898,LAB.A,653806406,0000765410,P,01,LC,67707,21292,1985-05-10,1991-05-31
007898,LAB.A,653806406,0000765410,J,01,LC,67707,21292,1991-06-01,1991-06-04
007900,4431B,653902106,0000726838,P,01,LU,57606,7052,1984-05-24,1985-04-22
007901,NOGCQ,654048107,0000311369,C,01,LU,57614,3220,1979-06-27,1986-03-19
007902,NICO,654049105,0000736769,P,01,LU,57622,6823,1984-02-01,1985-10-31
007903,NIC.1,654061100,0000072013,P,01,LU,64303,3192,1972-12-14,1992-08-31
007904,GAS.2,654086107,0000072020,P,01,LC,48274,21293,1969-05-02,2011-12-30
007905,NIELA,654098102,,J,02,LC,57657,3193,1983-12-30,1984-08-29
007905,NIELA,654098102,,P,01,LC,57649,3193,1972-12-14,1984-08-29
007906,NKE,654106103,0000320187,P,01,LU,57665,3194,1980-12-02,E
007908,NTTYY,654624105,0000769594,P,90,LU,80863,27574,1994-09-29,E
007909,4201B,654800101,0000316632,C,01,LU,78330,27470,1982-11-01,1984-08-31
007910,NOAHE,654881101,,P,01,LC,57729,431,1981-06-26,1986-04-25
007911,NOBH,654892108,0000072205,P,01,LU,57745,3218,1972-12-14,E
007912,NBL,655044105,0000072207,P,01,LC,61815,3219,1972-12-14,2020-10-30
007914,NROM,655107100,0000709005,P,01,LU,57753,6025,1983-06-30,1997-06-20
007915,6146C,655256105,0000734994,C,01,LU,57761,7034,1984-05-15,1989-09-29
007916,NOL,655261105,,P,01,LC,54586,25377,1972-04-21,1988-04-22
007917,NOLD,655286102,0000072243,P,01,LU,57780,3222,1972-12-14,2005-05-31
007918,NLX.1,655312106,0000072247,P,01,LU,58317,3224,1973-01-12,1986-03-31
007919,FALB,306104100,0000889211,C,01,LC,89201,28010,2001-06-27,2006-08-17
007920,NRDSQ,655555100,0000072316,C,01,LC,66288,3225,1972-12-14,1999-11-23
007921,NDSN,655663102,0000072331,P,01,LU,57809,3160,1979-12-13,E
007922,JWN,655664100,0000072333,P,01,LU,57817,3217,1972-12-14,E
007923,NSC,655844108,0000702165,P,01,LC,64311,21294,1982-06-25,E
007923,NSC,655844108,0000702165,P,01,LC,13522,22446,1962-01-31,1982-06-01
007923,NSC,655844108,0000702165,C,00X,LC,13522,22446,1959-01-01,1962-01-30
007924,NORLE,655901205,,P,01,LU,57825,5565,1982-06-29,1986-07-31
007925,NOR.2,656025301,0000072351,P,01,LU,60126,3249,1976-01-30,1980-06-30
007925,NOR.2,656025301,0000072351,C,00X,LU,60126,3249,1975-01-01,1976-01-29
007927,3PRDF,743024101,,P,01,LU,90553,7451,1985-03-06,1992-05-29
007928,NORP,656268109,,P,01,LU,57841,3226,1981-05-06,1984-08-31
007929,NRI.2,656389103,0000072397,C,01,LU,27457,23477,1962-01-31,1981-12-31
007930,NOIL,656406105,0000072401,P,01,LU,57860,6011,1983-05-25,1987-06-30
007931,8580B,656530409,0000712029,C,90,LU,57876,5811,1983-05-27,1993-02-05
007932,NRRD,656535101,0000072418,P,01,LU,57884,3252,1977-04-29,2005-01-31
007933,NOR.1,656538105,0000101039,P,01,LU,64055,4629,1972-12-14,1987-12-31
007934,3NOROF,656542107,0000072421,C,01,LU,57892,3227,1980-06-30,1986-01-31
007935,0131A,65699Y005,0000072423,P,01,LU,49752,21296,1969-12-18,2003-01-31
007936,NABI.1,62999R939,,C,01,LC,57913,3133,1978-07-31,2012-10-31
007936,NABI.1,62999R939,,C,00X,LC,57913,3133,1974-01-01,1978-07-30
007937,NOA.1,656763109,0000072450,P,01,LC,26876,23432,1962-01-31,1970-12-31
007937,NOA.1,656763109,0000072450,C,00X,LC,26876,23432,1959-06-30,1962-01-30
007938,NC,629579103,0000789933,P,01,LU,28118,21247,1962-01-31,E
007940,3084B,656845203,,P,01,LU,57940,3109,1980-10-21,1982-11-30
007941,NAHL,656869104,0000736728,J,02,LC,78609,6950,1986-11-24,1988-09-19
007941,NAHL,656869104,0000736728,C,01,LC,57948,6950,1984-06-01,1988-09-19
007945,2999B,657039103,0000861462,P,01,LU,49146,25049,1969-09-05,1981-05-19
007946,PHG1,657045001,,P,01,LC,13557,22449,1962-01-31,1987-10-21
007946,PHG1,657045001,,C,00X,LC,13557,22449,1959-01-01,1962-01-30
007949,NAR.1,657152104,0001066989,P,01,LU,34745,24031,1968-01-31,1983-10-31
007950,NTS.1,657186102,,P,01,LU,13565,22450,1966-01-31,1971-04-28
007950,NTS.1,657186102,,C,00X,LU,13565,22450,1959-09-01,1966-01-30
007951,MOV,624580106,0000072573,P,01,LU,79611,27626,1993-09-30,E
007952,NATL.1,62872H107,0000072575,C,00X,LU,57999,3119,1974-01-01,1978-01-30
007952,NATL.1,62872H107,0000072575,P,01,LU,57999,3119,1978-01-31,1999-02-26
007953,3NATT,657335204,0000706021,C,01,LU,58019,6417,1983-10-31,1986-06-18
007954,NCD.,658136106,0000072589,C,01,LU,34753,21297,1968-01-31,1994-12-09
007955,NCG.2,658221106,0000072596,P,01,LU,58043,3152,1972-12-14,1999-07-30
007956,NCLB,658485107,0000357072,P,01,LC,58070,5319,1982-02-26,1988-12-27
007958,NOIL.,659307102,0000072635,C,01,LC,58086,3221,1972-12-14,1975-08-31
007959,NRT,659310106,0000072633,P,01,LU,63706,21298,1975-09-23,E
007960,NOHL,659851109,0000703117,P,01,LU,58107,5623,1982-09-08,1991-01-31
007962,NLMC,660461203,0000072655,P,01,LU,90596,7532,1985-05-06,1997-10-29
007964,NPSI,661562108,0000764765,P,01,LU,84402,27575,1997-01-10,2007-12-31
007966,NOWT,663308104,0000072724,P,01,LU,58115,3233,1983-12-09,1990-08-31
007967,3ENSO,29409K606,0000106752,C,01,LC,19334,22914,1962-01-31,1980-09-18
007967,3ENSO,29409K606,0000106752,C,00X,LC,19334,22914,1950-01-01,1962-01-30
007967,3ENSO,29409K606,0000106752,C,01,LC,10062,8009,1986-02-19,1999-09-01
007968,NEA.,664023108,0000072736,C,01,LU,34796,24034,1962-07-02,1972-07-31
007969,NBIC,664058104,,P,01,LU,58150,3131,1973-08-31,1993-05-28
007970,ES,30040W108,0000072741,P,01,LC,44206,21299,1967-02-20,E
007971,NAFI.,664733102,0000722073,P,01,LC,58203,6351,1983-08-31,1989-02-27
007972,NDSI.,665103107,0000740826,P,01,LU,58211,7163,1984-08-02,1985-07-31
007974,NI,65473P105,0001111711,P,01,LU,38762,21244,1962-12-19,E
007976,NSBC.,665748109,,P,01,LU,58238,3256,1972-12-14,1981-10-30
007977,XEL,98389B100,0000072903,P,01,LC,23931,21300,1962-01-31,E
007977,XEL,98389B100,0000072903,C,00X,LC,23931,21300,1951-01-01,1962-01-30
007980,NRTLQ,656568508,0000072911,P,01,LC,58640,21301,1975-11-10,2009-01-13
007982,NTRS,665859104,0000073124,P,01,LU,58246,3275,1972-12-14,E
007984,NXG.1,666416102,0000072931,C,01,LC,49955,21302,2003-07-11,2011-10-31
007984,NXG.1,666416102,0000072931,C,01,LC,49955,21302,1970-02-03,1999-07-14
007985,NOC,666807102,0001133421,P,01,LU,24766,21303,1962-01-31,E
007987,4473B,666901103,0000353227,P,01,LU,58262,3265,1982-01-29,1986-12-31
007988,NOVC.1,667188106,0000102600,P,01,LU,58289,4757,1978-01-31,1988-01-29
007988,NOVC.1,667188106,0000102600,C,00X,LU,58289,4757,1974-01-01,1978-01-30
007990,NWP.,667446108,0000311196,P,01,LU,58659,25586,1975-12-29,1983-11-30
007991,TEX,880779103,0000097216,C,01,LC,58318,3302,1982-11-01,E
007991,TEX,880779103,0000097216,C,01,LC,58318,3302,1973-11-07,1982-07-08
007992,NWT,667528103,,C,00X,LC,21995,23114,1969-01-01,1969-01-30
007992,NWT,667528103,,P,01,LU,21995,23114,1969-01-31,1985-08-30
007993,NWN,66765N105,0001733998,P,01,LC,58334,3306,1972-12-14,E
007994,WMB2,667748008,0000110019,P,01,LC,57779,25586,1974-08-30,1975-03-02
007994,WMB2,667748008,0000110019,C,00X,LC,57779,25586,1974-04-17,1974-08-29
007995,BVII,111381109,0000073048,P,01,LU,58369,3311,1979-01-31,1998-04-02
007995,BVII,111381109,0000073048,C,00X,LU,58369,3311,1976-07-28,1979-01-30
007998,NWFN,668087109,0000912611,P,01,LC,58385,3304,1972-12-14,1985-11-29
007999,NML.1,668137102,0000073078,P,01,LU,52871,25283,1971-07-22,1982-11-15
008000,RLR,75952U103,0000841528,P,01,LU,58393,3307,1972-12-14,2000-09-29
008001,NWE,668074305,0000073088,P,03,LC,90458,3309,2004-11-02,E
008001,NWE,668074305,0000073088,P,01,LU,58406,3309,1972-12-14,2003-09-12
008002,NSTS.1,668350101,0000073092,P,01,LU,58414,3266,1972-12-14,1990-01-31
008003,NWSW,668367204,0000073093,P,04,LC,79294,23469,1993-06-11,1999-12-17
008003,NWSW,668367204,0000073093,C,00X,LC,27318,23469,1960-05-02,1962-01-30
008003,NWSW,668367204,0000073093,P,01,LC,27318,23469,1962-01-31,1988-08-16
008004,NRT.3,668605108,0000073104,P,01,LU,39300,21304,1963-06-10,1990-08-08
008005,4033A,668707003,0000090534,C,01,LC,46447,24883,1968-07-01,1983-09-08
008005,4033A,668707003,0000090534,C,01,LC,22816,23170,1962-01-31,1968-06-30
008005,4033A,668707003,0000090534,C,00X,LC,22816,23170,1960-07-01,1962-01-30
008006,NWES,669376105,0001073588,P,01,LU,78337,26682,1982-11-01,1988-01-29
008007,WFC,949746101,0000072971,P,01,LC,38703,21305,1962-12-10,E
008009,NCX,66977W109,0000922960,C,01,LC,75304,21306,1988-06-13,1998-07-02
008009,NCX,66977W109,0000922960,C,01,LC,86303,34847,1998-07-13,2009-07-06
008010,NOVT.,669782104,,C,00X,LU,57402,5581,1973-07-01,1981-01-29
008010,NOVT.,669782104,,P,01,LU,57402,5581,1981-01-30,1983-06-30
008011,NOVAC,669790107,0000313300,C,01,LC,58457,3229,1980-01-10,1988-12-30
008012,NOVX.1,669791105,0000714460,P,01,LU,58465,6233,1984-01-31,1992-09-30
008012,NOVX.1,669791105,0000714460,C,00X,LU,58465,6233,1984-01-01,1984-01-30
008014,NMTX.1,669870107,0000310450,P,01,LU,58473,3214,1979-09-27,2002-04-30
008015,USF,911843209,0000318025,P,02,LU,58481,3231,1980-11-10,1999-04-30
008016,NOVR,669876104,0000351321,P,01,LU,58500,3232,1981-05-13,1990-03-30
008017,NUHC,669908105,0000718074,P,01,LU,67010,6021,1983-05-26,2011-01-04
008018,GHEU,378984108,0000357038,J,04,LC,58545,5337,1984-06-01,1986-04-29
008018,GHEU,378984108,0000357038,P,03,LC,58537,5337,1984-06-01,1986-06-30
008018,GHEU,378984108,0000357038,J,03,LC,58537,5337,1986-07-01,1986-07-20
008019,NOVVQ,670096106,,C,01,LU,34809,5917,1963-11-29,1989-07-13
008020,NVO,670100205,0000353278,P,90,LU,63263,3230,1981-04-30,E
008021,NOVUS,670104108,0000037080,P,01,LU,54658,1879,1979-01-31,1986-10-31
008021,NOVUS,670104108,0000037080,C,00X,LU,54658,1879,1974-01-01,1979-01-30
008022,NOXLB,670148204,,P,01,LU,58596,3234,1972-12-14,1989-11-30
008023,NUWD,670190107,,C,01,LU,58609,3296,1979-01-31,1982-03-03
008024,NUMD.1,670195106,,P,01,LC,73323,3285,1979-12-26,1980-12-31
008025,MPB.,591806104,0000073271,C,01,LU,47204,21307,1968-11-22,1990-10-30
008026,NURX,670280106,,P,01,LC,58625,3288,1979-01-31,1980-11-27
008026,NURX,670280106,,C,00X,LC,58625,3288,1978-06-09,1979-01-30
008028,CANR10,137587101,0000317488,P,01,LU,58641,5233,1981-12-15,1999-07-14
008029,NUSYQ,670310101,0000073266,P,01,LU,58660,3291,1979-01-31,1984-01-31
008030,NUE,670346105,0000073309,P,01,LU,34817,21308,1966-04-29,E
008031,SUR,12612L108,0001044566,C,01,LC,58668,3280,1978-05-01,1983-02-25
008031,SUR,12612L108,0001044566,C,01,LC,11406,9247,1987-06-11,2011-06-30
008032,3NUGOC,670518109,,P,01,LU,58676,3284,1980-03-14,1986-11-28
008033,NMC.2,67052A103,0000073330,P,01,LU,53890,21309,1972-01-06,2001-02-28
008034,NMRX.,670526102,0000073338,P,01,LU,58684,3212,1980-09-25,1986-06-30
008035,NUMR.,670527100,,P,01,LU,58692,5719,1982-12-08,1989-10-31
008037,4432B,670574102,0000311457,C,01,LU,58713,5076,1979-01-19,1984-08-22
008039,NUTR.,67061D106,,P,01,LU,90617,6979,1985-02-28,1985-12-31
008040,5324B,670611102,,P,01,LU,64469,3294,1981-01-08,1986-08-29
008041,NUTS.,67099U930,,P,01,LC,58740,3295,1979-01-31,1986-10-31
008041,NUTS.,67099U930,,C,00X,LC,58740,3295,1978-01-25,1979-01-30
008044,NYN,670768100,0000732714,P,01,LC,66018,21316,1984-02-16,1997-08-14
008045,HZHI,44041J206,0000073779,C,00X,LC,58748,3329,1973-07-01,1981-01-29
008045,HZHI,44041J206,0000073779,C,01,LC,58748,3329,1981-01-30,1998-02-18
008046,OEA,670826106,0000073864,C,01,LU,53639,21317,1971-12-01,2000-05-31
008047,OICO,670841105,0000073773,P,01,LU,58756,3347,1979-01-31,2010-11-30
008048,OKC.,670858109,0000074116,P,01,LU,40205,24442,1966-01-31,1981-04-09
008049,REM.2,759594302,0000874992,P,01,LC,77555,11471,1992-04-23,2006-06-30
008049,REM.2,759594302,0000874992,N,02,LC,77554,11471,1992-04-23,1998-12-24
008049,REM.2,759594302,0000874992,C,02,LC,77554,11471,1992-04-16,1992-04-22
008050,MTLX,567912100,0000732780,P,01,LU,58772,6720,1984-01-06,2001-02-28
008051,STMT,855547105,0000276331,C,01,LU,58799,3278,1978-09-19,2001-01-11
008052,3PGHS,74331J103,,P,01,LC,58801,3286,1981-03-31,1992-09-28
008055,5103B,671017101,0000350524,P,01,LU,58895,3407,1981-03-20,1986-10-31
008059,OTFEE,671056109,,P,01,LC,58828,3417,1983-01-31,1988-05-23
008059,OTFEE,671056109,,C,00X,LC,58828,3417,1982-10-01,1983-01-30
008060,NEWT,652526203,0001587987,P,01,LU,58836,579,1979-01-31,E
008060,NEWT,652526203,0001587987,C,00X,LU,58836,579,1975-01-01,1979-01-30
008061,OHILC,671366102,,P,01,LU,58844,3346,1972-12-14,1979-07-31
008062,OAK.,671400505,0000073568,P,01,LU,34825,21319,1962-07-02,2000-01-31
008063,OKCO,671839306,0000073584,P,01,LU,58852,3357,1972-12-14,1984-05-16
008064,6069B,672206109,,P,01,LU,47394,24938,1968-12-27,1988-11-02
008065,OAKR,673828208,0000216748,C,01,LU,58879,3318,1979-01-31,1987-09-23
008067,OKWHQ,674098207,0000073609,P,01,LU,58026,3319,1972-12-14,2002-11-14
008068,OXY,674599105,0000797468,P,01,LC,34833,21322,1962-07-02,E
008069,3OMCA,674618103,0000754438,C,01,LU,90641,7485,1985-04-08,1993-02-19
008070,OUCH,674621107,0000744040,P,01,LC,58916,7114,1984-06-29,1992-02-24
008071,OCENY,674627203,0000753058,P,90,LC,90660,7282,1984-11-01,2007-06-28
008072,2928B,674628102,,P,01,LC,58924,3317,1979-09-10,1981-11-25
008073,OBCI,674631106,0000350737,P,01,LU,72611,4262,1981-03-27,2022-08-31
008075,ODR,674786108,0000073722,P,01,LU,61604,3335,1972-12-14,1991-07-31
